RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AgeGroup,Password,Email,Role
726,15672692,Yin,787,France,Female,42,10,145988.65,2,1,1,4,0,6,1234,8cb8_15672692@gmail.com,ROLE_USER
727,15673570,Olsen,580,France,Male,37,9,0.0,2,0,1,4,0,6,1234,a4de_15673570@gmail.com,ROLE_USER
728,15767432,Ts'ai,711,France,Female,25,7,0.0,3,1,1,1,0,5,1234,a619_15767432@gmail.com,ROLE_USER
729,15654238,Jen,673,France,Female,40,5,137494.28,1,1,0,5,0,6,1234,a6de_15654238@gmail.com,ROLE_USER
730,15612525,Preston,499,France,Female,57,1,0.0,1,0,0,7,1,6,1234,9e5b_15612525@gmail.com,ROLE_USER
731,15812750,Ozioma,591,France,Male,24,6,147360.0,1,1,1,2,0,4,1234,a5ba_15812750@gmail.com,ROLE_USER
732,15790757,Cody,769,France,Female,25,10,0.0,2,0,0,10,0,5,1234,8132_15790757@gmail.com,ROLE_USER
733,15723873,Ponomarev,657,Spain,Male,31,3,125167.02,1,0,0,5,0,5,1234,83b8_15723873@gmail.com,ROLE_USER
734,15744607,Martin,738,Germany,Male,43,9,121152.05,2,1,0,4,1,6,1234,86dc_15744607@gmail.com,ROLE_USER
735,15612966,Milani,545,Germany,Female,60,7,128981.07,1,0,1,9,1,6,1234,b61b_15612966@gmail.com,ROLE_USER
736,15784209,Tang,497,France,Male,47,6,0.0,1,1,1,5,0,6,1234,8ca7_15784209@gmail.com,ROLE_USER
737,15794278,Romani,816,Spain,Male,67,6,151858.98,1,1,1,4,0,7,1234,bfe1_15794278@gmail.com,ROLE_USER
738,15766741,McIntyre,525,France,Male,36,2,114628.4,1,0,1,9,0,6,1234,a7e2_15766741@gmail.com,ROLE_USER
739,15661036,Davis,725,France,Male,46,6,0.0,2,1,0,9,0,6,1234,813e_15661036@gmail.com,ROLE_USER
740,15705639,Onyemauchechukwu,692,France,Female,28,8,95059.02,2,1,0,3,0,5,1234,be84_15705639@gmail.com,ROLE_USER
741,15637414,Gell,618,France,Female,24,7,128736.39,1,0,1,2,0,4,1234,875d_15637414@gmail.com,ROLE_USER
742,15716835,Rossi,546,France,Male,24,8,156325.38,1,1,1,7,0,4,1234,b496_15716835@gmail.com,ROLE_USER
743,15696231,Chiwetelu,635,France,Male,29,7,105405.97,1,1,1,8,0,5,1234,911b_15696231@gmail.com,ROLE_USER
744,15641675,Kirillova,611,France,Female,49,2,88915.37,3,0,0,9,1,6,1234,b294_15641675@gmail.com,ROLE_USER
745,15670755,Shaw,650,France,Male,60,8,0.0,2,1,1,6,0,6,1234,9046_15670755@gmail.com,ROLE_USER
746,15640059,Smith,606,France,Male,40,5,0.0,2,1,1,4,0,6,1234,a586_15640059@gmail.com,ROLE_USER
747,15787619,Hsieh,844,France,Male,18,2,160980.03,1,0,0,8,0,3,1234,a403_15787619@gmail.com,ROLE_USER
748,15587535,Onyemauchechukwu,450,Spain,Female,46,5,177619.71,1,1,0,3,0,6,1234,9610_15587535@gmail.com,ROLE_USER
749,15813034,Martin,727,Spain,Male,38,2,62276.99,1,1,1,3,0,6,1234,b1cc_15813034@gmail.com,ROLE_USER
750,15698839,Okwudilichukwu,460,Germany,Male,46,4,127559.97,2,1,1,7,0,6,1234,b0a4_15698839@gmail.com,ROLE_USER
751,15790314,Onuoha,649,France,Male,41,0,0.0,2,0,1,7,0,6,1234,8991_15790314@gmail.com,ROLE_USER
752,15634245,Muecke,758,Germany,Female,47,9,95523.16,1,1,0,4,0,6,1234,a27c_15634245@gmail.com,ROLE_USER
753,15677305,Hsieh,490,France,Female,35,7,107749.03,1,1,1,1,0,5,1234,8d0f_15677305@gmail.com,ROLE_USER
754,15661526,Anderson,815,Germany,Male,37,2,110777.26,2,1,0,1,0,6,1234,aa1a_15661526@gmail.com,ROLE_USER
755,15685997,Azubuike,838,Spain,Female,39,5,166733.92,2,1,0,1,0,6,1234,99ed_15685997@gmail.com,ROLE_USER
756,15660101,Nnonso,803,France,Male,31,9,157120.86,2,1,0,8,0,5,1234,801d_15660101@gmail.com,ROLE_USER
757,15637979,Fuller,664,Germany,Female,36,2,127160.78,2,1,0,4,0,6,1234,bcb7_15637979@gmail.com,ROLE_USER
758,15815364,Ashley,736,Spain,Female,28,2,0.0,2,1,1,6,0,5,1234,b20b_15815364@gmail.com,ROLE_USER
759,15647099,Ts'ui,633,France,Female,37,9,156091.97,1,1,0,4,0,6,1234,a67d_15647099@gmail.com,ROLE_USER
760,15625944,Buccho,664,France,Male,58,5,98668.18,1,1,1,4,0,6,1234,9337_15625944@gmail.com,ROLE_USER
761,15583212,Chidozie,600,France,Female,43,5,134022.06,1,1,0,10,0,6,1234,898e_15583212@gmail.com,ROLE_USER
762,15582741,Maclean,693,France,Female,35,5,124151.09,1,1,0,5,1,5,1234,9129_15582741@gmail.com,ROLE_USER
763,15637876,Burns,663,Germany,Female,36,6,77253.5,1,0,0,2,1,6,1234,bea5_15637876@gmail.com,ROLE_USER
764,15622750,Chu,742,Germany,Female,21,1,114292.48,1,1,0,2,0,4,1234,8d63_15622750@gmail.com,ROLE_USER
765,15672056,Kenenna,710,Germany,Male,43,2,140080.32,3,1,1,8,1,6,1234,977d_15672056@gmail.com,ROLE_USER
766,15812351,Beluchi,710,Spain,Female,27,2,135277.96,1,1,0,8,0,5,1234,bdd2_15812351@gmail.com,ROLE_USER
767,15810864,Williamson,700,France,Female,82,2,0.0,2,0,1,10,0,7,1234,8799_15810864@gmail.com,ROLE_USER
768,15677921,Bobrov,720,Germany,Male,60,9,115920.62,2,0,0,8,1,6,1234,82f5_15677921@gmail.com,ROLE_USER
769,15724296,Kerr,684,Spain,Male,41,2,119782.72,2,0,0,7,0,6,1234,b497_15724296@gmail.com,ROLE_USER
770,15685329,McKenzie,531,France,Female,63,1,114715.71,1,0,1,2,1,7,1234,b5d7_15685329@gmail.com,ROLE_USER
771,15584091,Pitts,742,Germany,Female,36,2,129748.54,2,0,0,3,1,6,1234,8434_15584091@gmail.com,ROLE_USER
772,15640442,Standish,717,France,Male,31,4,129722.57,1,0,0,3,0,5,1234,abd3_15640442@gmail.com,ROLE_USER
773,15639314,Cartwright,589,France,Male,32,2,0.0,2,0,1,1,0,5,1234,950b_15639314@gmail.com,ROLE_USER
774,15685320,Johnstone,767,France,Male,36,3,139180.2,1,0,0,7,0,6,1234,aef0_15685320@gmail.com,ROLE_USER
775,15789158,Nikitina,636,Germany,Male,49,6,113599.74,2,1,0,8,1,6,1234,896c_15789158@gmail.com,ROLE_USER
776,15752137,McElroy,648,France,Male,33,7,134944.0,1,1,1,6,0,5,1234,980b_15752137@gmail.com,ROLE_USER
777,15712551,Shen,622,Germany,Female,58,7,116922.25,1,1,0,7,1,6,1234,8273_15712551@gmail.com,ROLE_USER
778,15628936,Archer,692,Spain,Male,28,9,118945.09,1,0,0,1,1,5,1234,af02_15628936@gmail.com,ROLE_USER
779,15797227,Otutodilinna,754,France,Male,28,8,0.0,2,1,1,3,0,5,1234,a74a_15797227@gmail.com,ROLE_USER
780,15769974,Shih,679,Spain,Female,35,8,119182.73,1,0,0,7,0,5,1234,a3be_15769974@gmail.com,ROLE_USER
781,15737051,Denisov,639,France,Male,27,8,0.0,2,1,0,10,0,5,1234,9557_15737051@gmail.com,ROLE_USER
782,15585595,Owens,774,France,Female,28,1,71264.02,2,0,1,4,0,5,1234,af83_15585595@gmail.com,ROLE_USER
783,15654060,P'eng,517,France,Male,41,2,0.0,2,0,1,4,0,6,1234,a411_15654060@gmail.com,ROLE_USER
784,15745196,Verco,571,France,Female,35,8,0.0,2,0,0,5,0,5,1234,8ad8_15745196@gmail.com,ROLE_USER
785,15571221,Bergamaschi,747,Germany,Male,58,7,116313.57,1,1,1,10,1,6,1234,b454_15571221@gmail.com,ROLE_USER
786,15660155,Lorenzo,792,Spain,Male,36,5,92140.15,1,0,1,4,0,6,1234,9e03_15660155@gmail.com,ROLE_USER
787,15605284,Outtrim,688,France,Male,26,1,0.0,2,1,1,6,0,5,1234,9bb2_15605284@gmail.com,ROLE_USER
788,15694366,Hou,714,Germany,Male,42,2,177640.09,1,0,1,3,0,6,1234,8112_15694366@gmail.com,ROLE_USER
789,15600739,Galkin,562,Spain,Female,35,0,0.0,2,1,0,7,0,5,1234,a887_15600739@gmail.com,ROLE_USER
790,15653253,Pagnotto,704,Spain,Male,48,8,167997.6,1,1,1,9,0,6,1234,9234_15653253@gmail.com,ROLE_USER
791,15763431,Echezonachukwu,698,France,Male,36,2,82275.35,2,1,1,5,0,6,1234,a503_15763431@gmail.com,ROLE_USER
792,15643696,Young,611,France,Male,49,3,0.0,2,1,1,8,0,6,1234,8455_15643696@gmail.com,ROLE_USER
793,15707473,Summers,850,Germany,Female,48,6,111962.99,1,1,0,6,0,6,1234,8f8e_15707473@gmail.com,ROLE_USER
794,15769504,Munro,743,Germany,Female,34,1,131736.88,1,1,1,6,0,5,1234,aa5d_15769504@gmail.com,ROLE_USER
795,15776807,Brennan,654,France,Male,29,1,0.0,1,1,0,10,0,5,1234,be0a_15776807@gmail.com,ROLE_USER
796,15686870,Ball,761,Germany,Male,36,8,108239.11,2,0,0,5,0,6,1234,b777_15686870@gmail.com,ROLE_USER
797,15668747,Virgo,702,France,Female,46,9,98444.19,1,0,1,6,0,6,1234,9939_15668747@gmail.com,ROLE_USER
798,15766908,Trevisani,488,Germany,Male,32,3,114540.38,1,1,0,5,0,5,1234,82f5_15766908@gmail.com,ROLE_USER
799,15570134,Padovano,683,France,Female,35,6,187530.66,2,1,1,2,0,5,1234,9ba4_15570134@gmail.com,ROLE_USER
800,15567367,Tao,601,Germany,Female,42,9,133636.16,1,0,1,6,0,6,1234,95e7_15567367@gmail.com,ROLE_USER
801,15747542,Perez,605,France,Male,52,7,0.0,2,1,1,9,0,6,1234,ba2d_15747542@gmail.com,ROLE_USER
802,15762238,Fraser,671,Germany,Female,44,0,84745.03,2,0,1,2,0,6,1234,95ff_15762238@gmail.com,ROLE_USER
803,15681554,Alley,614,Germany,Female,31,7,120599.38,2,1,1,3,0,5,1234,881e_15681554@gmail.com,ROLE_USER
804,15712825,Howells,511,Spain,Female,29,9,0.0,2,0,1,8,0,5,1234,92a1_15712825@gmail.com,ROLE_USER
805,15640280,Cameron,850,France,Male,39,4,127771.35,2,0,1,8,0,6,1234,a7b9_15640280@gmail.com,ROLE_USER
806,15756026,Hooper,790,Spain,Female,46,9,0.0,1,0,0,1,1,6,1234,9487_15756026@gmail.com,ROLE_USER
807,15613319,Rice,793,France,Female,33,0,0.0,1,0,0,9,0,5,1234,b5a3_15613319@gmail.com,ROLE_USER
808,15798906,Cox,628,France,Male,69,5,0.0,2,1,1,10,0,7,1234,a78c_15798906@gmail.com,ROLE_USER
809,15708917,Martin,598,Germany,Male,53,10,167772.96,1,1,1,7,0,6,1234,af39_15708917@gmail.com,ROLE_USER
810,15778463,Ikenna,657,France,Female,37,6,95845.6,1,1,0,7,0,6,1234,a351_15778463@gmail.com,ROLE_USER
811,15699430,Davide,618,France,Female,35,10,0.0,2,1,0,10,0,5,1234,b4de_15699430@gmail.com,ROLE_USER
812,15649992,Alexander,681,Spain,Male,65,7,134714.7,2,0,1,10,0,7,1234,ad77_15649992@gmail.com,ROLE_USER
813,15578980,Piazza,516,Spain,Female,33,3,0.0,2,1,1,3,0,5,1234,9b65_15578980@gmail.com,ROLE_USER
814,15775306,Ni,421,Germany,Male,28,8,122384.22,3,1,1,5,1,5,1234,ad9a_15775306@gmail.com,ROLE_USER
815,15641655,Black,700,France,Female,26,2,0.0,2,0,0,3,0,5,1234,930d_15641655@gmail.com,ROLE_USER
816,15619708,Harker,745,France,Male,25,5,157993.15,2,1,0,8,0,5,1234,9df3_15619708@gmail.com,ROLE_USER
817,15734565,Hughes,696,France,Male,29,8,0.0,2,1,0,10,0,5,1234,b672_15734565@gmail.com,ROLE_USER
818,15806438,Chiabuotu,580,Germany,Female,42,2,123331.36,1,0,0,6,1,6,1234,8bfb_15806438@gmail.com,ROLE_USER
819,15591969,Kuo,497,Spain,Male,27,9,75263.16,1,1,1,9,0,5,1234,be77_15591969@gmail.com,ROLE_USER
820,15747807,Gallagher,720,France,Female,43,6,137824.03,2,1,0,9,0,6,1234,870d_15747807@gmail.com,ROLE_USER
821,15596939,Calabresi,659,Germany,Male,36,4,132578.92,2,1,0,5,0,6,1234,9a96_15596939@gmail.com,ROLE_USER
822,15716155,Shaw,841,France,Female,36,5,156021.31,1,0,0,7,0,6,1234,a15e_15716155@gmail.com,ROLE_USER
823,15765311,Zhirov,642,Spain,Male,34,8,0.0,1,1,0,4,0,5,1234,84f9_15765311@gmail.com,ROLE_USER
824,15757811,Lloyd,732,Spain,Female,69,9,137453.43,1,0,1,6,1,7,1234,94b2_15757811@gmail.com,ROLE_USER
825,15603830,Palmer,600,Spain,Male,36,4,0.0,2,1,0,8,0,6,1234,9329_15603830@gmail.com,ROLE_USER
826,15660602,Ch'eng,464,Germany,Male,33,8,164284.72,2,1,1,1,0,5,1234,a6fa_15660602@gmail.com,ROLE_USER
827,15660535,Avent,680,France,Female,47,5,0.0,2,1,1,10,0,6,1234,9924_15660535@gmail.com,ROLE_USER
828,15666633,Huang,758,Spain,Male,56,1,0.0,2,1,1,1,0,6,1234,8b31_15666633@gmail.com,ROLE_USER
829,15596914,Shaw,630,Germany,Female,31,2,112373.49,2,1,1,7,0,5,1234,a27f_15596914@gmail.com,ROLE_USER
830,15639788,Yuan,577,France,Female,39,10,0.0,2,1,0,1,0,6,1234,98a9_15639788@gmail.com,ROLE_USER
831,15695846,Hawkins,684,France,Female,34,6,0.0,2,1,1,7,0,5,1234,a755_15695846@gmail.com,ROLE_USER
832,15726234,Trentini,708,Spain,Female,41,5,0.0,1,0,1,8,0,6,1234,8225_15726234@gmail.com,ROLE_USER
833,15797964,Cameron,732,Germany,Female,29,1,154333.82,1,1,1,7,0,5,1234,9020_15797964@gmail.com,ROLE_USER
834,15625881,Koehler,634,Germany,Male,37,3,111432.77,2,1,1,9,0,6,1234,8747_15625881@gmail.com,ROLE_USER
835,15780628,Wu,633,France,Female,30,6,0.0,2,0,0,3,0,5,1234,a8a5_15780628@gmail.com,ROLE_USER
836,15575883,Manna,559,France,Male,34,2,137390.11,2,1,0,1,0,5,1234,96ee_15575883@gmail.com,ROLE_USER
837,15585036,Okoli,694,Spain,Female,37,3,0.0,2,1,1,8,0,6,1234,8a77_15585036@gmail.com,ROLE_USER
838,15589488,Ch'eng,686,Germany,Female,56,5,111642.08,1,1,1,5,0,6,1234,a59e_15589488@gmail.com,ROLE_USER
839,15585888,Nwokezuike,553,Spain,Female,48,3,0.0,1,0,1,2,1,6,1234,8874_15585888@gmail.com,ROLE_USER
840,15727915,Artemiev,507,France,Male,36,4,83543.37,1,0,0,8,0,6,1234,8558_15727915@gmail.com,ROLE_USER
841,15707567,Esposito,732,Germany,Male,50,6,145338.76,1,0,0,5,1,6,1234,8aa5_15707567@gmail.com,ROLE_USER
842,15737792,Abbie,818,France,Female,31,1,186796.37,1,0,0,9,0,5,1234,961a_15737792@gmail.com,ROLE_USER
843,15599433,Fanucci,660,Germany,Male,35,8,58641.43,1,0,1,10,0,5,1234,bca8_15599433@gmail.com,ROLE_USER
844,15672012,Jen,773,Spain,Female,41,5,0.0,1,1,0,2,1,6,1234,b456_15672012@gmail.com,ROLE_USER
845,15806983,Moss,640,France,Male,44,3,137148.68,1,1,0,5,0,6,1234,9229_15806983@gmail.com,ROLE_USER
846,15592222,Lo,505,France,Male,49,7,80001.23,1,0,0,7,0,6,1234,9ecf_15592222@gmail.com,ROLE_USER
847,15608968,Averyanov,714,Germany,Male,21,6,86402.52,2,0,0,2,0,4,1234,8b6e_15608968@gmail.com,ROLE_USER
848,15586959,Unaipon,468,France,Female,42,5,0.0,2,1,0,7,0,6,1234,bef4_15586959@gmail.com,ROLE_USER
849,15646558,Clamp,611,Spain,Male,51,1,122874.74,1,1,1,8,0,6,1234,8fc8_15646558@gmail.com,ROLE_USER
850,15725811,Lim,705,France,Male,25,0,97544.29,1,0,1,3,0,5,1234,ab1c_15725811@gmail.com,ROLE_USER
851,15572265,Wu,646,Germany,Male,46,1,170826.55,2,1,0,3,0,6,1234,bbb9_15572265@gmail.com,ROLE_USER
852,15794048,Wan,667,Germany,Female,48,1,97133.92,2,0,0,6,1,6,1234,888b_15794048@gmail.com,ROLE_USER
853,15677610,Chambers,511,Germany,Female,41,8,153895.65,1,1,1,2,0,6,1234,b99c_15677610@gmail.com,ROLE_USER
854,15745012,Pettit,653,France,Female,43,6,0.0,2,1,1,1,0,6,1234,92c4_15745012@gmail.com,ROLE_USER
855,15601589,Baresi,675,France,Female,57,8,0.0,2,0,1,5,0,6,1234,a918_15601589@gmail.com,ROLE_USER
856,15686436,Newbery,523,Spain,Male,32,4,0.0,2,1,0,9,0,5,1234,b3e7_15686436@gmail.com,ROLE_USER
857,15693864,Iheanacho,567,Germany,Female,49,5,134956.02,1,1,0,5,1,6,1234,a940_15693864@gmail.com,ROLE_USER
858,15760550,Duncan,741,Spain,Male,39,7,143637.58,2,0,1,9,0,6,1234,96cb_15760550@gmail.com,ROLE_USER
859,15686137,Barry,456,Spain,Male,32,9,147506.25,1,1,1,7,0,5,1234,ae80_15686137@gmail.com,ROLE_USER
860,15809087,Landry,598,France,Male,64,1,0.0,2,1,0,10,1,7,1234,97a5_15809087@gmail.com,ROLE_USER
861,15807663,McGregor,667,France,Male,43,8,190227.46,1,1,0,5,1,6,1234,9e6c_15807663@gmail.com,ROLE_USER
862,15809100,Nucci,548,France,Female,32,2,172448.77,1,1,0,10,1,5,1234,8d9e_15809100@gmail.com,ROLE_USER
863,15794916,Pirogov,725,France,Male,41,7,113980.21,1,1,1,6,0,6,1234,bff0_15794916@gmail.com,ROLE_USER
864,15614215,Oguejiofor,717,France,Male,53,6,0.0,2,0,1,5,0,6,1234,83af_15614215@gmail.com,ROLE_USER
865,15805449,Ugochukwu,594,France,Male,38,4,0.0,2,0,0,10,0,6,1234,b3cd_15805449@gmail.com,ROLE_USER
866,15686983,Rohu,678,Germany,Female,25,10,76968.12,2,0,1,7,0,5,1234,be04_15686983@gmail.com,ROLE_USER
867,15808017,Cary,545,France,Male,38,1,88293.13,2,1,1,2,0,6,1234,bab3_15808017@gmail.com,ROLE_USER
868,15756804,O'Loghlen,636,France,Female,48,1,170833.46,1,1,0,6,1,6,1234,9fa9_15756804@gmail.com,ROLE_USER
869,15646810,Quinn,603,Germany,Male,44,6,108122.39,2,1,0,6,1,6,1234,b7fb_15646810@gmail.com,ROLE_USER
870,15710424,Page,435,France,Male,36,4,0.0,1,1,1,10,0,6,1234,93ea_15710424@gmail.com,ROLE_USER
871,15799422,Evans,535,France,Female,40,8,0.0,1,1,1,2,0,6,1234,8a7d_15799422@gmail.com,ROLE_USER
872,15692750,McGregor,629,Germany,Female,45,7,129818.39,3,1,0,1,1,6,1234,8abf_15692750@gmail.com,ROLE_USER
873,15794549,Andrews,722,France,Female,35,2,163943.89,2,1,1,1,0,5,1234,9bbe_15794549@gmail.com,ROLE_USER
874,15803764,Stanley,561,France,Male,28,7,0.0,2,1,0,1,0,5,1234,8cdf_15803764@gmail.com,ROLE_USER
875,15674840,Chiazagomekpere,645,France,Female,38,5,101430.3,2,0,1,1,0,6,1234,b3c9_15674840@gmail.com,ROLE_USER
876,15653762,Chidiebele,501,France,Female,39,9,117301.66,1,0,0,10,0,6,1234,820e_15653762@gmail.com,ROLE_USER
877,15581229,Gregory,502,Germany,Female,32,1,173340.83,1,0,1,7,0,5,1234,b662_15581229@gmail.com,ROLE_USER
878,15800228,Bednall,652,Spain,Female,42,4,0.0,2,1,1,2,0,6,1234,806a_15800228@gmail.com,ROLE_USER
879,15656333,Jen,574,France,Female,33,3,134348.57,1,1,0,4,0,5,1234,a800_15656333@gmail.com,ROLE_USER
880,15697497,She,518,France,Female,45,9,105525.65,2,1,1,4,0,6,1234,b2ff_15697497@gmail.com,ROLE_USER
881,15585362,Simmons,749,France,Female,60,6,0.0,1,1,0,1,1,6,1234,994c_15585362@gmail.com,ROLE_USER
882,15571928,Fraser,679,France,Female,43,4,0.0,3,1,0,6,1,6,1234,a0ff_15571928@gmail.com,ROLE_USER
883,15785519,May,565,France,Male,36,6,106192.1,1,1,0,8,0,6,1234,a3ab_15785519@gmail.com,ROLE_USER
884,15743007,Seabrook,643,France,Female,45,4,45144.43,1,1,0,4,1,6,1234,a99d_15743007@gmail.com,ROLE_USER
885,15777211,Herrera,515,France,Male,65,7,92113.61,1,1,1,8,0,7,1234,b906_15777211@gmail.com,ROLE_USER
886,15721935,Kincaid,521,France,Male,25,7,0.0,2,1,1,8,0,5,1234,93b8_15721935@gmail.com,ROLE_USER
887,15591711,Sleeman,739,Spain,Male,38,0,128366.44,1,1,0,1,0,6,1234,86f7_15591711@gmail.com,ROLE_USER
888,15625021,Hung,585,France,Male,42,2,0.0,2,1,1,1,0,6,1234,95ad_15625021@gmail.com,ROLE_USER
889,15702968,Artemieva,733,Germany,Male,74,3,106545.53,1,1,1,7,0,7,1234,b1d6_15702968@gmail.com,ROLE_USER
890,15600462,Barwell,542,France,Female,43,8,145618.37,1,0,1,1,0,6,1234,abe9_15600462@gmail.com,ROLE_USER
891,15768104,Wright,788,Spain,Male,37,8,141541.25,1,0,0,4,0,6,1234,817d_15768104@gmail.com,ROLE_USER
892,15780140,Bellucci,435,Germany,Male,32,2,57017.06,2,1,1,1,0,5,1234,af29_15780140@gmail.com,ROLE_USER
893,15585255,Moore,577,France,Male,42,9,0.0,1,1,0,4,0,6,1234,8532_15585255@gmail.com,ROLE_USER
894,15772781,Ball,703,France,Female,51,3,0.0,3,1,1,4,1,6,1234,a084_15772781@gmail.com,ROLE_USER
895,15669987,Sung,728,Germany,Female,35,8,125884.95,2,1,0,3,1,5,1234,b339_15669987@gmail.com,ROLE_USER
896,15697000,Mello,728,Germany,Male,32,5,61825.5,1,1,1,8,0,5,1234,959f_15697000@gmail.com,ROLE_USER
897,15733119,Mistry,718,France,Male,35,8,0.0,2,1,0,5,0,5,1234,830a_15733119@gmail.com,ROLE_USER
898,15782390,T'ien,621,France,Female,40,6,0.0,1,1,0,8,0,6,1234,b271_15782390@gmail.com,ROLE_USER
899,15654700,Fallaci,523,France,Female,40,2,102967.41,1,1,0,7,1,6,1234,beff_15654700@gmail.com,ROLE_USER
900,15632210,Hill,657,Germany,Male,25,2,171770.55,1,1,0,2,0,5,1234,aea2_15632210@gmail.com,ROLE_USER
901,15642041,Burns,727,Germany,Male,40,1,93051.64,2,1,0,4,1,6,1234,a494_15642041@gmail.com,ROLE_USER
902,15709737,Hunter,643,France,Male,36,7,161064.64,2,0,1,5,0,6,1234,8b4b_15709737@gmail.com,ROLE_USER
903,15792388,Li,645,France,Female,48,7,90612.34,1,1,1,8,0,6,1234,ba1d_15792388@gmail.com,ROLE_USER
904,15786014,Ku,568,France,Male,28,5,145105.64,2,1,0,10,0,5,1234,b5f8_15786014@gmail.com,ROLE_USER
905,15794580,Ch'en,599,France,Male,58,4,0.0,1,0,0,9,1,6,1234,a46b_15794580@gmail.com,ROLE_USER
906,15675964,Chukwukadibia,672,France,Female,45,9,0.0,1,1,1,5,1,6,1234,99c0_15675964@gmail.com,ROLE_USER
907,15814275,Zikoranachidimma,685,France,Male,33,6,174912.72,1,1,1,3,0,5,1234,8902_15814275@gmail.com,ROLE_USER
908,15724848,Oluchukwu,516,France,Female,46,1,104947.72,1,1,0,6,1,6,1234,b7e5_15724848@gmail.com,ROLE_USER
909,15754713,Rivera,685,Spain,Male,31,10,135213.71,1,1,1,7,0,5,1234,831c_15754713@gmail.com,ROLE_USER
910,15693814,Niu,806,Spain,Male,25,7,0.0,2,1,0,1,0,5,1234,8487_15693814@gmail.com,ROLE_USER
911,15599660,Bennett,604,France,Male,36,6,116229.85,2,1,1,4,0,6,1234,bd8b_15599660@gmail.com,ROLE_USER
912,15746490,Wollstonecraft,648,Spain,Female,53,6,111201.41,1,1,1,7,0,6,1234,963f_15746490@gmail.com,ROLE_USER
913,15566091,Thomsen,545,Spain,Female,32,4,0.0,1,1,0,5,0,5,1234,8625_15566091@gmail.com,ROLE_USER
914,15655961,Palermo,756,Germany,Male,27,1,131899.0,1,1,0,5,0,5,1234,868b_15655961@gmail.com,ROLE_USER
915,15710404,Chinwendu,569,France,Male,35,10,124525.52,1,1,1,10,0,5,1234,b483_15710404@gmail.com,ROLE_USER
916,15775625,McKenzie,596,France,Male,47,6,0.0,1,1,0,4,0,6,1234,b6a6_15775625@gmail.com,ROLE_USER
917,15792328,James,475,France,Male,39,6,0.0,1,1,1,3,1,6,1234,857a_15792328@gmail.com,ROLE_USER
918,15719856,Lamb,646,France,Female,45,3,47134.75,1,1,1,3,0,6,1234,b21a_15719856@gmail.com,ROLE_USER
919,15593773,Olejuru,784,Spain,Male,35,3,0.0,2,0,0,5,0,5,1234,aef6_15593773@gmail.com,ROLE_USER
920,15733114,Hay,552,Spain,Male,45,9,0.0,2,1,0,2,0,6,1234,9d7c_15733114@gmail.com,ROLE_USER
921,15797748,Lu,729,France,Male,44,5,0.0,2,0,1,1,0,6,1234,abf6_15797748@gmail.com,ROLE_USER
922,15743411,Chiawuotu,609,Spain,Male,61,1,0.0,1,1,0,2,1,7,1234,88c7_15743411@gmail.com,ROLE_USER
923,15753337,Yeates,555,France,Male,51,5,0.0,3,1,0,10,1,6,1234,b90b_15753337@gmail.com,ROLE_USER
924,15601026,Gallagher,572,Germany,Female,19,1,138657.08,1,1,1,1,0,4,1234,bf79_15601026@gmail.com,ROLE_USER
925,15658485,Heath,785,France,Female,34,9,70302.48,1,1,1,4,0,5,1234,b609_15658485@gmail.com,ROLE_USER
926,15636731,Ts'ai,714,Germany,Female,36,1,101609.01,2,1,1,1,0,6,1234,a84b_15636731@gmail.com,ROLE_USER
927,15628303,Thurgood,738,Spain,Male,35,3,0.0,1,1,1,1,0,5,1234,8100_15628303@gmail.com,ROLE_USER
928,15633461,Pai,639,Germany,Male,38,5,130170.82,1,1,1,8,0,6,1234,8ad4_15633461@gmail.com,ROLE_USER
929,15677135,Lorenzo,520,Germany,Male,61,8,133802.29,2,1,1,5,0,7,1234,bdd2_15677135@gmail.com,ROLE_USER
930,15590876,Knupp,764,France,Female,24,7,106234.02,1,0,0,6,0,4,1234,b3a2_15590876@gmail.com,ROLE_USER
931,15790782,Baryshnikov,661,Spain,Male,39,6,132628.98,1,0,0,2,0,6,1234,b457_15790782@gmail.com,ROLE_USER
932,15700476,Azubuike,564,Germany,Male,41,9,103522.75,2,1,1,2,0,6,1234,8550_15700476@gmail.com,ROLE_USER
933,15634141,Shephard,708,Germany,Female,42,8,192390.52,2,1,0,1,0,6,1234,86c7_15634141@gmail.com,ROLE_USER
934,15737795,Scott,512,Spain,Male,36,1,0.0,1,0,1,7,1,6,1234,94e9_15737795@gmail.com,ROLE_USER
935,15790299,Williamson,592,Spain,Male,37,9,0.0,3,1,1,1,0,6,1234,9862_15790299@gmail.com,ROLE_USER
936,15675316,Avdeeva,619,France,Female,38,3,0.0,2,0,1,6,0,6,1234,b1c6_15675316@gmail.com,ROLE_USER
937,15613630,Tang,775,France,Male,52,8,109922.61,1,1,1,5,1,6,1234,9784_15613630@gmail.com,ROLE_USER
938,15662100,Hsu,850,Germany,Female,44,5,128605.32,1,0,1,9,0,6,1234,ab58_15662100@gmail.com,ROLE_USER
939,15668032,Buchanan,577,France,Female,37,4,0.0,1,1,1,4,0,6,1234,8088_15668032@gmail.com,ROLE_USER
